Ensembl ID,Entrez ID,Control Gene Expression,Cancer Gene Expression
ENSG00000132329,10267,797.2413793,136.3333333
ENSG00000184182,140739,276.4827586,300.3055556
ENSG00000132330,51540,87.55172414,100.5277778
ENSG00000144488,339768,37.10344828,22.80555556
ENSG00000168427,377007,77.27586207,46.69444444
ENSG00000204104,26146,689.3103448,634.4166667
ENSG00000065802,51665,830.0344828,652
ENSG00000233608,117581,163.6206897,11.36111111
ENSG00000063660,2817,3487.137931,4546.666667
ENSG00000207611,406941,23.44827586,26.44444444
ENSG00000188542,285193,154.8275862,159
ENSG00000142327,57140,2172.448276,1716.861111
ENSG00000142330,11132,610.9310345,683.3611111
ENSG00000178623,2859,90.65517241,72.30555556
ENSG00000184945,375318,0.068965517,1.305555556
ENSG00000172482,189,3.103448276,1.222222222
ENSG00000162804,25992,1407.724138,201.3888889
ENSG00000115685,5510,1440.931034,1507.444444
ENSG00000146205,50636,32.65517241,59.83333333
ENSG00000168385,4735,10106,9337.805556
ENSG00000006607,9855,849.2758621,744.25
ENSG00000176720,666,950.8965517,737.4722222
ENSG00000168397,23192,1808.206897,1947.333333
ENSG00000168395,84289,920.1724138,873.5833333
ENSG00000180902,728294,1681.862069,1438.25
ENSG00000154252,64090,6.068965517,8.222222222
ENSG00000204099,129807,20.20689655,9.166666667
ENSG00000188011,285093,15.93103448,3.472222222
ENSG00000184731,642273,1053.241379,2028.361111
ENSG00000035115,26751,2262.103448,3284.694444
ENSG00000189292,285016,115.1034483,20.02777778
ENSG00000151353,129787,704.5517241,761.8333333
ENSG00000130508,7837,2976.068966,1535.75
ENSG00000186487,23040,6.655172414,29.5
ENSG00000032389,7260,413.5172414,602.5277778
ENSG00000182551,55256,2651.689655,2862.472222
ENSG00000171865,246243,412.862069,512.3333333
ENSG00000134326,129607,340.7931034,603.3611111
ENSG00000134313,57498,2422.310345,2858.138889
ENSG00000143797,129642,771.2068966,1280.722222
ENSG00000119185,9270,1464.448276,1342.25
ENSG00000151694,6868,1582.241379,2302.833333
ENSG00000134308,10971,6724.068966,9596.638889
ENSG00000205795,192668,221.4827586,31.16666667
ENSG00000115758,4953,3551.275862,2226.888889
ENSG00000115761,79954,747.9655172,1027.222222
ENSG00000143870,10130,6006.551724,7956.388889
ENSG00000134318,9475,3440.482759,2188.388889
ENSG00000169016,1876,436.7931034,503.9444444
ENSG00000169006,23620,0,0.083333333
ENSG00000151779,51594,909.2758621,889.6666667
ENSG00000233718,10408,0.965517241,2.416666667
ENSG00000197872,81553,643.8965517,319
ENSG00000214842,729475,7.172413793,13.5
ENSG00000163029,79677,1146.551724,1671.111111
ENSG00000240857,57665,466.6206897,524.0833333
ENSG00000250741,100526794,0,0
ENSG00000185013,93034,0,0.027777778
ENSG00000143867,130497,921.8275862,655.9722222
ENSG00000183891,130502,325.5862069,400.2777778
ENSG00000118965,57539,460.9310345,598.7777778
ENSG00000132031,4148,38.5862069,77.30555556
ENSG00000068697,9741,7251.241379,6752.333333
ENSG00000115884,6382,13978.06897,33246.19444
ENSG00000055917,23369,3466.068966,4543
ENSG00000118960,64342,795.7931034,722.3611111
ENSG00000118961,60526,533.7931034,660.5833333
ENSG00000084674,338,13.13793103,4.722222222
ENSG00000119778,54454,656.8965517,851.2777778
ENSG00000163026,80304,177.3448276,268.6944444
ENSG00000115128,51639,1813.241379,2853.805556
ENSG00000115129,9540,882.4827586,1255.027778
ENSG00000176732,375189,18.10344828,25.77777778
ENSG00000198399,50618,2770.655172,3442.861111
ENSG00000184924,391356,641.6896552,791.9722222
ENSG00000138031,109,1925.655172,1359.361111
ENSG00000115137,51277,259.862069,272.2222222
ENSG00000115138,5443,20.89655172,78.88888889
ENSG00000119772,1788,763.9310345,1283.5
ENSG00000221445,100302246,1.965517241,1.277777778
ENSG00000138101,1838,546.5517241,682.0833333
ENSG00000143970,55252,1083.344828,1235.861111
ENSG00000084731,3797,367.1034483,803.5555556
ENSG00000084754,3030,5789.931034,5657.138889
ENSG00000173567,165082,17.55172414,22.61111111
ENSG00000115155,9381,21.79310345,82.30555556
ENSG00000157884,130106,1.551724138,1.5
ENSG00000228474,100128731,3509.103448,3825.25
ENSG00000138028,10669,54.27586207,158
ENSG00000138073,10113,1093.172414,1351.555556
ENSG00000186143,339779,0,0.027777778
ENSG00000138074,8884,789.8275862,1290.833333
ENSG00000115194,7781,3.827586207,15.05555556
ENSG00000163794,7349,29.4137931,40.16666667
ENSG00000115204,4358,965.2413793,1045.861111
ENSG00000115207,2976,1646.827586,2131.194444
ENSG00000115211,8890,974.4137931,1116.916667
ENSG00000163795,130557,862.3103448,979.4444444
ENSG00000115241,5496,2835.758621,3698.25
ENSG00000138002,26160,846.6206897,824.1388889
ENSG00000115226,64838,213.5517241,178.1944444
ENSG00000176714,79635,92.65517241,114.3333333
ENSG00000119760,9913,1491,1799.527778
ENSG00000171174,64080,323.6206897,133.0277778
ENSG00000171103,55006,464.6206897,605.5
ENSG00000179270,388939,1.586206897,0.416666667
ENSG00000171094,238,6,1.916666667
ENSG00000162949,92291,375.7931034,560.5277778
ENSG00000158089,79623,145.2758621,496.6388889
ENSG00000214711,440854,93.55172414,113
ENSG00000158125,7498,377.5517241,494.1944444
ENSG00000162959,51072,58.93103448,64.52777778
ENSG00000162961,84661,754.1724138,1154.166667
ENSG00000091106,58484,85.17241379,31.91666667
ENSG00000119812,25940,1046.448276,1297.222222
ENSG00000171055,9637,1315.931034,1212.694444
ENSG00000115808,6801,915.1034483,1209.611111
ENSG00000008869,54497,956.3448276,1195
ENSG00000055332,5610,2619.862069,3213.194444
ENSG00000138068,391365,0.206896552,0.138888889
ENSG00000115816,10153,1976.655172,2222.555556
ENSG00000115825,23683,1343.344828,1319.944444
ENSG00000163171,10602,2456.034483,1145.527778
ENSG00000138061,1545,1247.103448,371.6944444
ENSG00000119787,64225,1359.137931,1887.861111
ENSG00000143889,92906,1180.275862,1254.416667
ENSG00000115875,6432,4051.310345,4840.944444
ENSG00000163214,90957,769.6896552,868.7222222
ENSG00000115904,6654,1743.37931,2133.361111
ENSG00000205111,344387,4.344827586,7.888888889
ENSG00000011566,8491,1082.724138,1983.722222
ENSG00000138050,80745,470.8275862,723.4722222
ENSG00000183023,6546,915.3448276,278.1388889
ENSG00000205086,400950,1.896551724,1.083333333
ENSG00000115944,9167,1738.448276,2162.527778
ENSG00000171126,170850,3.689655172,10.30555556
ENSG00000162881,165140,181.2413793,34.19444444
ENSG00000162882,23498,488.6206897,93.25
ENSG00000152518,678,11667.89655,8468.166667
ENSG00000115970,63892,1021.931034,1337.777778
ENSG00000223658,728819,18.37931034,27.25
ENSG00000138075,64240,0.137931034,9.444444444
ENSG00000138095,10128,2992.827586,4498.416667
ENSG00000138078,9581,1457.344828,1734.277778
ENSG00000170577,10736,166.4137931,175.3055556
ENSG00000068784,55133,418.137931,487.3333333
ENSG00000250565,90423,198.7586207,248.3333333
ENSG00000151665,5281,527.137931,773.5
ENSG00000180398,90411,2545.896552,2211.083333
ENSG00000239605,285051,2.24137931,2.055555556
ENSG00000143933,805,10512.89655,9751.916667
ENSG00000184261,56660,14.89655172,9.027777778
ENSG00000138081,80204,2051.413793,2440.805556
ENSG00000138039,3973,5.24137931,0.972222222
ENSG00000170820,2492,0.689655172,163.5277778
ENSG00000179915,9378,253.9310345,40.27777778
ENSG00000115239,51130,39.82758621,45.66666667
ENSG00000119737,10936,54.62068966,81.38888889
ENSG00000068878,23198,2978.551724,3749
ENSG00000178021,388951,0.310344828,0.111111111
ENSG00000115310,57142,13464.41379,10967.22222
ENSG00000162994,130162,239.2413793,327.9722222
ENSG00000085760,4528,1135.413793,1600.666667
ENSG00000115355,55704,3161.655172,1819.805556
ENSG00000138035,87178,1017.310345,1559.055556
ENSG00000115380,2202,6161.241379,656.9166667
ENSG00000115392,55120,577.5517241,1176.833333
ENSG00000119866,53335,312.1034483,370.8055556
ENSG00000162927,150962,168.1034483,262.4722222
ENSG00000115464,9736,3075.896552,3712.888889
ENSG00000082898,7514,3386.172414,5742.555556
ENSG00000170264,84140,171.862069,251.1666667
ENSG00000115484,10575,3563.310345,5239.75
ENSG00000186889,200728,76.96551724,105.5
ENSG00000143951,51057,183.2758621,177.25
ENSG00000143952,51542,886.6551724,1105.083333
ENSG00000197329,57162,1924.517241,1537.527778
ENSG00000179833,9792,1435.068966,1470.611111
ENSG00000138069,5861,4406.482759,5048.277778
ENSG00000198369,200734,1203.206897,1371.277778
ENSG00000197223,10438,708.862069,806.8055556
ENSG00000243667,116143,197.7241379,235.6388889
ENSG00000221823,5534,2275.965517,2019.777778
ENSG00000119865,25927,655.6896552,147.7222222
ENSG00000204923,554251,51.62068966,70.80555556
ENSG00000163217,27302,0.448275862,0.166666667
ENSG00000183607,200504,2.103448276,0.583333333
ENSG00000198380,2673,2103.896552,2835.694444
ENSG00000169599,27247,645.7931034,624.8888889
ENSG00000115977,22848,906.2068966,716.6944444
ENSG00000244617,151516,33.68965517,58.47222222
ENSG00000115998,54980,313.2413793,300.5277778
ENSG00000116001,7072,2773.37931,4509.055556
ENSG00000143977,6637,1629.275862,2775.888889
ENSG00000035141,84908,1174.551724,1978.111111
ENSG00000163235,7039,600.7931034,1040
ENSG00000075340,119,50.31034483,93.22222222
ENSG00000183733,344018,0.75862069,0.277777778
ENSG00000152672,165530,65.51724138,13.16666667
ENSG00000116031,50489,106.8275862,50.41666667
ENSG00000144043,113419,1518.586207,1563.527778
ENSG00000124370,84693,346.2068966,362.1944444
ENSG00000124374,400961,239.9310345,344.1111111
ENSG00000003137,56603,140.6896552,110.3333333
ENSG00000144036,23233,854.1034483,1197.194444
ENSG00000144040,94097,520.0344828,610.7222222
ENSG00000135631,26056,886.6551724,679.2777778
ENSG00000135617,84279,342.3103448,372.4444444
ENSG00000163013,150726,402.4137931,931.3611111
ENSG00000135625,1961,13.96551724,12.63888889
ENSG00000144035,9027,1.379310345,4.5
ENSG00000144034,51002,650.7241379,1053.166667
ENSG00000144048,8446,798.3448276,1094.194444
ENSG00000163170,388962,294.4137931,542.3611111
ENSG00000114978,55233,1633.793103,1912.361111
ENSG00000188687,57835,78.86206897,76.47222222
ENSG00000204843,1639,2878.034483,2497.305556
ENSG00000114993,6242,498.4827586,954.6666667
ENSG00000115275,7841,1880.37931,2578.472222
ENSG00000204822,116540,65.06896552,75.66666667
ENSG00000135637,84865,303.6206897,354
ENSG00000179528,85474,28.96551724,44.41666667
ENSG00000115289,84759,268.8275862,482.3055556
ENSG00000144045,165545,113.3793103,366.5555556
ENSG00000115307,550,3334,5109.972222
ENSG00000115318,84695,317.4482759,148.9166667
ENSG00000159374,130951,13.72413793,41.36111111
ENSG00000115353,6869,83.13793103,10.66666667
ENSG00000115363,84141,24.79310345,86.47222222
ENSG00000005436,6936,516.9310345,620.3055556
ENSG00000176204,80059,15.89655172,9.722222222
ENSG00000172023,5968,0,0
ENSG00000172016,5068,0.137931034,0
ENSG00000162951,347730,29.03448276,7.833333333
ENSG00000163541,8802,1839.862069,2164.083333
ENSG00000186854,129293,161.3448276,92.83333333
ENSG00000152291,10618,6012.103448,5517.277778
ENSG00000042445,54884,1408.448276,1316.138889
ENSG00000042493,822,3280.724138,3783.666667
ENSG00000115486,2677,1063.310345,1329.944444
ENSG00000168890,129303,465.1724138,480.6388889
ENSG00000168887,388969,1043.034483,1447.5
ENSG00000168878,6439,0.586206897,25.86111111
ENSG00000115525,8869,2117.931034,2085.777778
ENSG00000068654,25885,1200.862069,1578.111111
ENSG00000132305,10989,2130.689655,2503.527778
ENSG00000068615,65055,375.7241379,43.55555556
ENSG00000115561,51652,2601.551724,2220.555556
ENSG00000249884,100526767,0,0
ENSG00000239305,7844,1412.517241,1374.472222
ENSG00000153563,925,747.5172414,330.6944444
ENSG00000172116,926,153.2413793,83.86111111
ENSG00000172086,51315,1124,1203.138889
ENSG00000163586,2168,0.24137931,0.166666667
ENSG00000214336,344167,0.034482759,1.972222222
ENSG00000172071,9451,1053.448276,1201.972222
ENSG00000144029,64969,1445.586207,1988.527778
ENSG00000144026,84874,564.4137931,1081.944444
ENSG00000144010,653192,0.068965517,0.5
ENSG00000186281,150763,127.3793103,163.3888889
ENSG00000188886,431705,167.2413793,64.33333333
ENSG00000158050,1844,2497.448276,1204.666667
ENSG00000084090,56910,3009.586207,3705.055556
ENSG00000135956,55654,2663.62069,2119.194444
ENSG00000144028,23020,5163.827586,6531.833333
ENSG00000163121,93082,23.96551724,25.80555556
ENSG00000114982,55683,2167.862069,2077.027778
ENSG00000114988,81562,472.2413793,573.1944444
ENSG00000163126,200539,56.4137931,63.30555556
ENSG00000213337,51239,82.13793103,118.1111111
ENSG00000168758,54910,1990.448276,1899.166667
ENSG00000168754,51252,17.5862069,34.55555556
ENSG00000144199,151313,380.5172414,411.1944444
ENSG00000196912,57730,563.9310345,395.8333333
ENSG00000115073,10120,1820.586207,1847.777778
ENSG00000075568,23505,1870.206897,1972.083333
ENSG00000183513,493753,761.9655172,933.6388889
ENSG00000071073,11320,1310.931034,1489.055556
ENSG00000196872,343990,368.4482759,487.9166667
ENSG00000135951,80705,243.5517241,314.1388889
ENSG00000158411,129531,739.0344828,1047.138889
ENSG00000185674,254773,0.586206897,1.416666667
ENSG00000144214,129530,36.75862069,49.86111111
ENSG00000115514,10190,721.5172414,1148.611111
ENSG00000135945,51455,1935.931034,2146.472222
ENSG00000144218,3899,602.137931,46.02777778
ENSG00000170500,164832,311.8965517,199.9722222
ENSG00000115526,9486,205.3448276,165.7777778
ENSG00000204634,11138,1518.172414,1751.416667
ENSG00000163162,284996,2995.034483,3322.527778
ENSG00000175874,200407,30.62068966,45.88888889
ENSG00000196460,731220,20.48275862,42.27777778
ENSG00000135953,84804,417.2068966,715.5277778
ENSG00000234177,284998,0.172413793,0.361111111
ENSG00000135966,9392,736.0689655,997.1666667
ENSG00000115641,2274,3144.482759,2548.055556
ENSG00000115652,80146,1168.172414,1689.666667
ENSG00000153165,653489,22.06896552,24.08333333
ENSG00000144057,84620,69.79310345,192.8055556
ENSG00000135960,10913,107.4137931,43
ENSG00000186522,151011,2431.310345,2214.611111
ENSG00000144063,7851,956.5862069,592
ENSG00000144061,4867,252.7241379,278.2777778
ENSG00000175701,205251,405.2068966,475.25
ENSG00000169679,699,239.6206897,866.9166667
ENSG00000153107,64682,675.9310345,1061.194444
ENSG00000144161,84524,286.2068966,583.3055556
ENSG00000169629,727851,94.34482759,104.4444444
ENSG00000169607,150468,114.5172414,473.7222222
ENSG00000115008,3552,538.9310345,913.0277778
ENSG00000125538,3553,911.7586207,749.0277778
ENSG00000136696,27177,0.655172414,5.138888889
ENSG00000125618,7849,124.9655172,562.75
ENSG00000115084,80255,1004.172414,1247.305556
ENSG00000125633,54520,885.2758621,1299.944444
ENSG00000163064,2019,5.103448276,206.6111111
ENSG00000144119,165257,1.24137931,0.694444444
ENSG00000186132,130355,166.2068966,206.7222222
ENSG00000080293,6344,4.137931034,0.583333333
ENSG00000226479,79134,504,479.5555556
ENSG00000115112,29842,304.5517241,488.75
ENSG00000074054,23332,1590.37931,1780.055556
ENSG00000155438,84365,1138.827586,1602.583333
ENSG00000136717,274,2138.586207,442.8055556
ENSG00000186684,339761,350.137931,339.9166667
ENSG00000163161,2071,1357.517241,1685.472222
ENSG00000169967,10746,1993.862069,2265.25
ENSG00000163166,55677,1750.758621,1885.5
ENSG00000072163,55679,2302.206897,250.6666667
ENSG00000136709,55339,2195.344828,2403.055556
ENSG00000144231,5433,421.7586207,539.0833333
ENSG00000144233,83607,997.2758621,1095.305556
ENSG00000136715,79595,754.9310345,947
ENSG00000136720,9394,2124.655172,2126.138889
ENSG00000196604,728378,5.413793103,23.72222222
ENSG00000152076,91409,59.65517241,259.5833333
ENSG00000136699,55627,1460.310345,1945.027778
ENSG00000152086,112714,0.620689655,9.027777778
ENSG00000136710,84317,1038.689655,1212.666667
ENSG00000196834,653269,0.75862069,3.555555556
ENSG00000136698,55997,0,0.055555556
ENSG00000152102,130074,2930,2394.027778
ENSG00000233087,150786,9.24137931,18.13888889
ENSG00000173272,653784,964.0689655,2234.25
ENSG00000186825,408029,3.965517241,6.666666667
ENSG00000163046,554226,0.24137931,0.944444444
ENSG00000150551,116372,31.10344828,119.1111111
ENSG00000176771,344148,102,149.5555556
ENSG00000152128,81615,137.2758621,264.9722222
ENSG00000176601,80122,0.517241379,0.611111111
ENSG00000121988,84083,136.9310345,173.75
ENSG00000115850,3938,0.931034483,2.944444444
ENSG00000076003,4175,869.5862069,1485.194444
ENSG00000115866,1615,2600.482759,3322.416667
ENSG00000121966,7852,3024.448276,1088.972222
ENSG00000144227,11249,0.172413793,1.472222222
ENSG00000168702,53353,28.37931034,141.1666667
ENSG00000121964,79712,541.2413793,498.5
ENSG00000169554,9839,2335.482759,638.8611111
ENSG00000115947,5000,625.2413793,961
ENSG00000168288,27249,2193.344828,2584.555556
ENSG00000115963,390,3930.655172,2600.333333
ENSG00000184898,375287,379.2413793,351.6111111
ENSG00000123609,9111,770.7931034,953.4444444
ENSG00000183091,4703,62.82758621,213.5833333
ENSG00000162980,26225,1673.586207,1541.305556
ENSG00000182389,785,203.4137931,91.13888889
ENSG00000115145,10254,1181.551724,1294.527778
ENSG00000196504,55660,3700.448276,5255.805556
ENSG00000177519,56475,39.44827586,56.80555556
ENSG00000224675,100144595,0.034482759,0.305555556
ENSG00000153234,4929,3718.586207,921.6388889
ENSG00000136541,57471,87.44827586,47.41666667
ENSG00000115165,9595,817.0344828,282.0555556
ENSG00000123612,130399,8.896551724,48.47222222
ENSG00000115170,90,955.5172414,801.3888889
ENSG00000153237,130940,45.34482759,48.72222222
ENSG00000196151,151525,287.0344828,339.1111111
ENSG00000123636,29994,3156.689655,2357
ENSG00000241399,9936,1690.862069,424.8888889
ENSG00000248672,100526664,0,0
ENSG00000054219,4065,583.862069,672.3333333
ENSG00000153246,22925,780.6206897,965.9722222
ENSG00000115221,3694,2100.448276,4999.638889
ENSG00000153250,5937,4438.827586,4163.305556
ENSG00000197635,1803,386.2413793,92.83333333
ENSG00000115263,2641,0.068965517,0.083333333
ENSG00000078098,2191,422.0344828,557.4166667
ENSG00000115267,64135,713.4827586,861.6388889
ENSG00000184611,90134,0.793103448,4.611111111
ENSG00000182263,55137,181.3793103,423.6944444
ENSG00000115290,2888,28.06896552,64.02777778
ENSG00000082438,22837,1939.241379,2231.027778
ENSG00000169507,151258,144.0689655,131.1666667
ENSG00000153253,6328,110.6896552,163.5277778
ENSG00000115339,2591,897,1588.444444
ENSG00000123607,79809,435.2068966,522.75
ENSG00000144285,6323,0.724137931,3.277777778
ENSG00000169432,6335,104.7241379,133.4444444
ENSG00000136546,6332,570.1724138,14.77777778
ENSG00000198648,27347,1515.655172,1656.638889
ENSG00000152253,57405,55.79310345,215.8333333
ENSG00000073734,8647,11.65517241,10.66666667
ENSG00000081479,4036,4.310344828,28.02777778
ENSG00000138399,79675,597.8275862,880.7777778
ENSG00000154479,129881,56.96551724,31.69444444
ENSG00000138382,29081,747.3448276,1044.972222
ENSG00000198586,9874,1764.896552,1747.111111
ENSG00000123600,79828,314.8275862,348.4722222
ENSG00000115840,8604,813.0689655,660.3611111
ENSG00000115844,1746,2.689655172,23.94444444
ENSG00000172845,6670,2368.275862,2454.916667
ENSG00000138430,29789,1936.034483,3221.027778
ENSG00000138433,9541,1886.413793,1767.833333
ENSG00000163328,151556,846.7241379,358.1111111
ENSG00000115935,7456,3491.758621,1324.888889
ENSG00000138435,1134,4.034482759,20.80555556
ENSG00000128656,1123,452.8275862,428.6944444
ENSG00000115966,1386,1296.896552,1243.805556
ENSG00000154518,518,2812.068966,4057.666667
ENSG00000144320,80856,964.4827586,1337.694444
ENSG00000174279,344191,13.89655172,1.583333333
ENSG00000116044,4780,6957.137931,5742.638889
ENSG00000196659,150737,77.34482759,139.1111111
ENSG00000197557,92104,112.3103448,162.5555556
ENSG00000128655,50940,8.620689655,5.972222222
ENSG00000180228,8575,1140.413793,1452
ENSG00000079150,51661,445.9655172,355.1111111
ENSG00000155657,7273,282.8275862,246.2777778
ENSG00000163492,285025,55.31034483,10.61111111
ENSG00000187231,91404,1655.482759,1923.833333
ENSG00000144331,151126,74.82758621,52.77777778
ENSG00000163510,57703,997.5862069,1067
ENSG00000188452,375298,6.827586207,3.138888889
ENSG00000162992,4760,0.172413793,13.61111111
ENSG00000115252,5136,385.9310345,91.66666667
ENSG00000162998,2487,614.4482759,272.0833333
ENSG00000061676,10787,3947.862069,5689.861111
ENSG00000163012,151112,0.206896552,0.305555556
ENSG00000064989,10203,985.6551724,448.4166667
ENSG00000003436,7035,2217.689655,1501.944444
ENSG00000174325,116093,1.103448276,1.416666667
ENSG00000204262,1290,4400.206897,6101.916667
ENSG00000138449,30061,3806.413793,2038.583333
ENSG00000128694,64172,142.4137931,210.75
ENSG00000128699,94101,1734.103448,2087.583333
ENSG00000138379,2660,12.27586207,15.47222222
ENSG00000198130,26275,929.3103448,1290.416667
ENSG00000189362,100131211,174.3793103,236.9444444
ENSG00000115415,6772,5887.137931,8598.638889
ENSG00000138378,6775,383.6206897,171.4722222
ENSG00000168497,8436,2677.551724,284.9722222
ENSG00000144339,23671,33.72413793,6.333333333
ENSG00000118997,56171,25.13793103,88.13888889
ENSG00000081320,9262,2583.137931,1250.138889
ENSG00000138411,57520,150.5862069,181.1388889
ENSG00000119041,9330,892.0689655,1494.361111
ENSG00000187944,401027,28.55172414,33.16666667
ENSG00000197121,80055,546.6551724,1028.25
ENSG00000065413,91526,464.7241379,177.2777778
ENSG00000115524,23451,8738.862069,11546.94444
ENSG00000144381,3329,6283.206897,12477.80556
ENSG00000162944,130132,187.3793103,80.38888889
ENSG00000152430,66037,0.275862069,0.5
ENSG00000119042,23314,144.2068966,175.5833333
ENSG00000226124,348751,21.06896552,10.80555556
ENSG00000162971,129450,391.137931,571.4722222
ENSG00000155729,130535,522.1034483,637.25
ENSG00000013441,1195,4460.275862,4494.5
ENSG00000240344,53938,688.2413793,771.6944444
ENSG00000115942,4999,953.1724138,1398.444444
ENSG00000155744,285172,485.6896552,460.8611111
ENSG00000155749,130540,21.82758621,17.44444444
ENSG00000115993,66008,1526.689655,1116.222222
ENSG00000155754,151254,9.689655172,64.88888889
ENSG00000155755,65062,478.7241379,830.9444444
ENSG00000082126,58538,4.620689655,7.805555556
ENSG00000003393,57679,616.7931034,820.5833333
ENSG00000116030,7341,2420.310345,3284.861111
ENSG00000163596,130026,369.0344828,282.1666667
ENSG00000138442,55759,501.862069,951.1388889
ENSG00000173166,65059,1573.482759,1694.388889
ENSG00000114933,54891,913.6551724,956.8888889
ENSG00000023228,4719,1693.827586,1977.833333
ENSG00000183671,2825,50.31034483,19.66666667
ENSG00000232125,391475,0.034482759,125.1944444
ENSG00000138400,130752,26.34482759,38.5
ENSG00000118263,8609,1368.62069,1112.916667
ENSG00000144401,151194,360.2413793,421.0833333
ENSG00000163251,7855,318.3448276,641.0833333
ENSG00000178385,389072,61.89655172,75.86111111
ENSG00000118231,1421,1.068965517,0.194444444
ENSG00000163254,1420,0.24137931,0
ENSG00000182187,1419,0,0
ENSG00000168582,1418,0.034482759,0
ENSG00000188674,389073,0.24137931,0.444444444
ENSG00000138413,3417,7734.310345,13870.38889
ENSG00000144445,151050,602.2758621,529.9166667
ENSG00000115361,33,62.17241379,74.47222222
ENSG00000168530,4632,0,5.444444444
ENSG00000115365,10314,1429.931034,1705.277778
ENSG00000178568,2066,51.75862069,135.0555556
ENSG00000030419,22807,855.0344828,1692.388889
ENSG00000196096,100130451,1.896551724,4.583333333
ENSG00000138376,580,269.137931,396.5
ENSG00000144452,26154,45.24137931,205.6388889
ENSG00000115414,2335,27110.65517,28476.36111
ENSG00000118242,55686,126.3103448,266.9722222
ENSG00000115425,55825,124.7241379,125.8333333
ENSG00000144583,57574,2,23.30555556
ENSG00000115461,3488,28036.75862,11115.61111
ENSG00000118245,7141,0.103448276,0.194444444
ENSG00000079308,7145,14825.37931,1481.25
ENSG00000163464,3577,188.4482759,40.19444444
ENSG00000127837,14,2837.034483,3084.472222
ENSG00000135926,64114,5932.689655,7371.611111
ENSG00000135913,57695,456.3448276,571.2777778
ENSG00000115568,7701,550.2413793,568.9166667
ENSG00000163481,64320,451.8965517,462.1388889
ENSG00000115592,53632,12.20689655,14.41666667
ENSG00000163497,54738,1.068965517,3.833333333
ENSG00000163499,1412,0.034482759,8.861111111
ENSG00000181378,255101,1.344827586,166.3611111
ENSG00000163501,3549,21.4137931,36.08333333
ENSG00000187736,79840,5.310344828,8.666666667
ENSG00000213901,151295,143.2413793,246.8888889
ENSG00000115649,27013,1404.344828,1342.388889
ENSG00000115657,10058,21.68965517,22.97222222
ENSG00000198925,79065,1265.103448,1282.694444
ENSG00000163521,79411,290.1034483,143.3888889
ENSG00000127824,7277,1220.344828,1814.194444
ENSG00000054356,5798,11.06896552,9.777777778
ENSG00000182698,389075,0,0.027777778
ENSG00000123992,23549,1659.793103,1555.472222
ENSG00000123989,79586,1839.448276,2142.638889
ENSG00000124006,23363,1969.689655,1594.472222
ENSG00000116106,2043,419.7586207,998.6111111
ENSG00000135903,5077,2.482758621,5.472222222
ENSG00000116120,10056,818.6551724,1246.138889
ENSG00000171951,7857,60.06896552,252.3055556
ENSG00000152056,130340,491.4827586,314.8611111
ENSG00000085449,57590,1526.068966,1723.861111
ENSG00000135919,5270,2719.896552,834.4444444
ENSG00000124019,79843,52.86206897,23.41666667
ENSG00000036257,8452,2414,2251.75
ENSG00000135905,55619,721.6896552,425.3333333
ENSG00000169047,3667,1609.034483,1953.111111
ENSG00000081052,1286,383.4482759,108.0833333
ENSG00000168955,79853,0.482758621,0.555555556
ENSG00000042304,56918,0.344827586,0.222222222
ENSG00000135917,80704,38.65517241,16.19444444
ENSG00000153820,80309,0.517241379,1.333333333
ENSG00000153823,55022,939.3448276,86.19444444
ENSG00000187957,92737,19,66.11111111
ENSG00000153827,9320,3944.448276,4309.722222
ENSG00000163053,151473,240.1034483,271.8611111
ENSG00000135899,3431,1590.724138,1074.833333
ENSG00000135898,9290,72.20689655,13.63888889
ENSG00000135914,3357,86.4137931,32.02777778
ENSG00000115053,4691,14133,15381.27778
ENSG00000207280,6082,7.75862069,11.05555556
ENSG00000171596,10316,47.65517241,11.97222222
ENSG00000156973,5147,399.2413793,415.4444444
ENSG00000222246,100302126,0,0
ENSG00000163273,4880,9.931034483,10.02777778
ENSG00000171551,9427,18.93103448,31.66666667
ENSG00000221944,200765,106.6896552,199.1388889
ENSG00000115474,3769,3.931034483,4.638888889
ENSG00000066248,25791,98.89655172,156.5277778
ENSG00000085982,55230,1406.137931,1557.333333
ENSG00000227802,414061,0.068965517,0.138888889
ENSG00000123485,55355,123.3793103,505.1388889
ENSG00000188042,10123,2861.275862,1720.194444
ENSG00000168505,2637,0.689655172,3.194444444
ENSG00000182177,401036,0.034482759,0.333333333
ENSG00000132321,79781,191.137931,271.2222222
ENSG00000163359,1293,22492,10287.5
ENSG00000124839,64284,286,512.6666667
ENSG00000132323,80895,855.5862069,837.8055556
ENSG00000144485,55502,67.17241379,349.6388889
ENSG00000132326,8864,1596.931034,711.7777778
ENSG00000068024,9759,837.2068966,350.6388889
ENSG00000264279,100616417,5,2.777777778
ENSG00000130414,4705,2476.965517,2674.138889
ENSG00000182083,389090,0.103448276,0.027777778
ENSG00000178586,150681,0.137931034,0.527777778
ENSG00000172428,150678,1282.37931,1558.138889
ENSG00000178602,150677,0.068965517,0.277777778
ENSG00000218416,100130449,56.93103448,65.16666667
ENSG00000144504,51281,549.2413793,708.7777778
ENSG00000185176,653437,0.206896552,4.972222222
ENSG00000130294,547,26.55172414,301.25
ENSG00000172478,79919,79.37931034,95.30555556
