Ensembl ID,Entrez ID,Control Gene Expression,Cancer Gene Expression
ENSG00000160959,9684,852.6551724,1201.472222
ENSG00000197363,340385,178.8965517,201.2777778
ENSG00000147789,7553,665.0344828,1015.583333
ENSG00000182307,65265,1010.172414,1360.527778
ENSG00000176269,441308,0.103448276,0.055555556
ENSG00000180190,157695,678.3448276,505.5555556
ENSG00000104714,157697,1333.724138,1121.694444
ENSG00000183117,64478,19.48275862,239.9166667
ENSG00000091879,285,517.2068966,694.4722222
ENSG00000164825,1672,186.137931,596.8611111
ENSG00000164822,1671,2.517241379,1.194444444
ENSG00000164821,1669,0.413793103,0.111111111
ENSG00000206047,1667,0.172413793,0.194444444
ENSG00000240247,728358,0,0.055555556
ENSG00000164816,1670,0.103448276,0
ENSG00000215372,100131980,0.103448276,0.083333333
ENSG00000236125,392188,0,0
ENSG00000225327,645836,0,0.027777778
ENSG00000147324,9258,931.4482759,831.4722222
ENSG00000173281,79660,1270.413793,754.6388889
ENSG00000183638,94137,12.37931034,25.38888889
ENSG00000171056,83595,284.5172414,172.7777778
ENSG00000254093,54984,125.0344828,191.6111111
ENSG00000171044,286046,139.6896552,136.7777778
ENSG00000207600,693183,1.310344828,1.027777778
ENSG00000154319,83648,84.4137931,36.80555556
ENSG00000164733,1508,20285.51724,21084.94444
ENSG00000205884,613210,0.068965517,0.194444444
ENSG00000205882,613211,0.103448276,0.194444444
ENSG00000232948,245940,0,0
ENSG00000226430,392197,0,0.027777778
ENSG00000223443,377630,0,0.111111111
ENSG00000186523,85002,35.03448276,50.41666667
ENSG00000145002,653333,8.275862069,12.91666667
ENSG00000154359,91694,1006.517241,894.0833333
ENSG00000164741,10395,2100.758621,661.8333333
ENSG00000185053,137868,8.310344828,3.916666667
ENSG00000199127,494332,0.068965517,0
ENSG00000038945,4481,887.6896552,838.0555556
ENSG00000078579,26281,7.137931034,22.69444444
ENSG00000198791,29883,1836.448276,2258.333333
ENSG00000003987,9108,8.379310345,10.77777778
ENSG00000129422,57509,3324.827586,2544
ENSG00000104760,2267,0.379310345,2.388888889
ENSG00000104763,427,6925.724138,7632.555556
ENSG00000156011,23362,866.4482759,1442.722222
ENSG00000147408,55790,1533.172414,253.3888889
ENSG00000036565,6570,3.344827586,17.11111111
ENSG00000061337,11178,234.8275862,158.0555556
ENSG00000168546,2675,186.4137931,18.63888889
ENSG00000147443,9046,463.1034483,169.5277778
ENSG00000168453,55806,731.862069,957.8888889
ENSG00000168476,80346,880.3448276,1330.388889
ENSG00000168481,203190,2.931034483,2.222222222
ENSG00000168490,9796,392,59.52777778
ENSG00000208037,407037,1.965517241,2.444444444
ENSG00000147439,55909,930.4137931,946.6388889
ENSG00000179388,1960,2271.896552,291.2222222
ENSG00000134020,157310,13.03448276,5.25
ENSG00000120889,8795,3012.586207,2928.555556
ENSG00000173530,8793,385.4482759,287.9444444
ENSG00000104689,8797,467.8965517,552.6111111
ENSG00000134013,4017,768.4482759,1017.638889
ENSG00000197217,9583,1929.137931,2066.666667
ENSG00000167034,4824,136.7241379,86.47222222
ENSG00000180053,137814,0.068965517,0
ENSG00000159167,6781,2295.37931,1103.861111
ENSG00000147437,2796,83.31034483,94.25
ENSG00000104756,54793,1065,832.8888889
ENSG00000221818,64641,82.72413793,19.02777778
ENSG00000240694,10687,220.2068966,56.97222222
ENSG00000120907,148,21.48275862,0.638888889
ENSG00000015592,81551,3.724137931,5.388888889
ENSG00000104228,23087,438.6206897,494.9722222
ENSG00000120903,1135,0.24137931,0.222222222
ENSG00000120885,1191,18825.06897,9467.444444
ENSG00000147419,55246,1162.275862,1109.416667
ENSG00000168078,55872,82.96551724,452.2222222
ENSG00000168079,286133,4388.931034,94.61111111
ENSG00000189233,389643,126.1724138,33.05555556
ENSG00000186918,55893,1478.551724,1450.888889
ENSG00000214050,157574,55.44827586,105.9444444
ENSG00000104299,55756,462.4137931,505.4444444
ENSG00000197892,23303,1894.586207,1215.166667
ENSG00000120875,1846,3874.241379,2617.111111
ENSG00000133872,51669,8501.862069,6788.472222
ENSG00000177669,619373,0.896551724,0.694444444
ENSG00000197265,2961,664.8965517,993.3611111
ENSG00000104687,2936,1984.965517,2329.972222
ENSG00000104695,5516,2414.034483,1808.694444
ENSG00000133863,56154,18.44827586,11.47222222
ENSG00000172733,29942,10.65517241,5.972222222
ENSG00000172728,84750,179.2413793,178.6388889
ENSG00000129696,80185,247.0689655,285.0555556
ENSG00000133874,79845,599.2068966,216.2222222
ENSG00000133878,78986,22.34482759,8.805555556
ENSG00000104221,55290,217.3448276,368.8333333
ENSG00000156675,80223,3336.103448,5214.5
ENSG00000169154,137362,6.137931034,1.472222222
ENSG00000188778,155,85.62068966,2.611111111
ENSG00000147465,6770,7.172413793,13.94444444
ENSG00000175324,27257,696.6206897,939.8888889
ENSG00000147535,84513,1106.724138,1466.166667
ENSG00000147548,54904,1659.827586,2036.555556
ENSG00000077782,2260,4173.517241,761.1388889
ENSG00000196166,389649,0.655172414,0.027777778
ENSG00000169490,83877,922,958.1666667
ENSG00000197475,1587,0.068965517,1.027777778
ENSG00000104755,2515,0.137931034,8.027777778
ENSG00000165061,79698,5.310344828,27.63888889
ENSG00000104332,6422,3324.931034,95.08333333
ENSG00000165066,157848,2.793103448,8.611111111
ENSG00000029534,286,80.34482759,62
ENSG00000083168,7994,1796.862069,1706.055556
ENSG00000104368,5327,11880.44828,8290.472222
ENSG00000104371,27121,19.06896552,478.1111111
ENSG00000168575,6575,1877.034483,2103.833333
ENSG00000147434,8973,8,17.30555556
ENSG00000131931,55145,271.4827586,280.0833333
ENSG00000120925,81790,768.862069,735.5
ENSG00000221869,1052,7693,3475.111111
ENSG00000253729,5591,3074.37931,5695.861111
ENSG00000034239,79645,66.72413793,104.6666667
ENSG00000019549,6591,869.5862069,1196.25
ENSG00000147485,137902,14.37931034,27.55555556
ENSG00000168300,115294,2932.931034,3222.777778
ENSG00000147488,9705,16.06896552,121.0555556
ENSG00000196711,389658,91.86206897,71.75
ENSG00000023287,9821,2927.862069,3429.194444
ENSG00000082556,4986,1.137931034,12.61111111
ENSG00000047249,51606,1190.241379,1536.722222
ENSG00000187735,6917,2718.862069,3519.361111
ENSG00000120992,10434,2833.827586,5056.638889
ENSG00000167904,137695,637.4137931,941.0833333
ENSG00000008988,6224,27440.31034,32529.25
ENSG00000172680,4342,0,0.055555556
ENSG00000181690,5324,280.8965517,512.4166667
ENSG00000170786,195814,135.3793103,223.2777778
ENSG00000181195,5179,14.31034483,63.83333333
ENSG00000104331,54928,2293.034483,2746.305556
ENSG00000167910,1581,3.275862069,1.361111111
ENSG00000035681,8439,1184.862069,1390.722222
ENSG00000198846,9760,268.3793103,98.44444444
ENSG00000178538,767,63.27586207,103.5555556
ENSG00000198363,444,6408.37931,9589.722222
ENSG00000137563,8836,295.5517241,1736.611111
ENSG00000137561,7274,12.86206897,45.38888889
ENSG00000172817,9420,82.68965517,66
ENSG00000104442,55156,965.2758621,1427.277778
ENSG00000205268,5150,1322.172414,1608.166667
ENSG00000147571,1392,126.2758621,1952.694444
ENSG00000185697,4603,158.2068966,119.6388889
ENSG00000175073,80124,797.3103448,964.25
ENSG00000261787,100129654,2.310344828,21.86111111
ENSG00000178125,286187,1.586206897,3.027777778
ENSG00000121022,10987,1157.586207,1815.111111
ENSG00000066777,10565,2380.62069,3475.861111
ENSG00000165078,57094,195.8275862,84.88888889
ENSG00000137571,81796,21.5862069,30.19444444
ENSG00000147596,63978,0.172413793,0.166666667
ENSG00000140396,10499,1487.137931,1831.416667
ENSG00000067167,23471,5729.068966,6155.555556
ENSG00000147592,51110,362.9310345,606.3888889
ENSG00000104313,2138,145.0689655,21.25
ENSG00000178860,9242,722.862069,171.5277778
ENSG00000104321,8989,2360.827586,341.1666667
ENSG00000164764,157869,1173.551724,170.0833333
ENSG00000147604,6129,25594.96552,31410.11111
ENSG00000040341,27067,817,1154.666667
ENSG00000104343,55284,1003.62069,1154
ENSG00000154582,6921,1148.965517,1838.694444
ENSG00000104369,56704,258.5517241,263.0833333
ENSG00000164751,5828,1098.862069,1518.111111
ENSG00000104432,3574,115.5172414,75.80555556
ENSG00000164683,23462,209.6551724,536
ENSG00000147586,28957,197.4482759,328.0555556
ENSG00000076554,7163,1564.034483,2992.5
ENSG00000164684,619279,1591.517241,1542.75
ENSG00000076641,55824,556.9310345,342.4444444
ENSG00000147588,5375,100,2.861111111
ENSG00000205186,646480,0.172413793,0.527777778
ENSG00000170323,2167,3476.551724,3476.5
ENSG00000197416,646486,0.103448276,0.944444444
ENSG00000133731,3612,692.3103448,834.25
ENSG00000253598,347051,23.24137931,32.77777778
ENSG00000104231,79752,1047.62069,1388.527778
ENSG00000104497,64089,265.3793103,348.7222222
ENSG00000176731,401466,1519.724138,2646.027778
ENSG00000133742,759,3.206896552,11.25
ENSG00000147613,85481,0.275862069,0.194444444
ENSG00000164893,157724,1,2.138888889
ENSG00000176623,51115,1110.344828,1305.222222
ENSG00000170289,54714,7.655172414,46.36111111
ENSG00000176566,138009,2.034482759,4.611111111
ENSG00000156103,4325,169.3448276,122.6944444
ENSG00000104320,4683,1597.37931,2323.138889
ENSG00000104327,793,66.79310345,456.5
ENSG00000180694,169200,863.3793103,1393.083333
ENSG00000253250,100127983,200.5517241,61.27777778
ENSG00000155099,55529,439.4482759,243.3333333
ENSG00000079102,862,424.3793103,115.5555556
ENSG00000205133,286144,788.7586207,960.6944444
ENSG00000183808,389677,470.2068966,879.6666667
ENSG00000079112,1015,41.20689655,7.527777778
ENSG00000164949,2669,1833.206897,394.3055556
ENSG00000197275,25788,82.68965517,198.6666667
ENSG00000164944,25962,1325.448276,1865.555556
ENSG00000175305,9134,102.6896552,452.1944444
ENSG00000164938,94241,1890.689655,2237.083333
ENSG00000156172,157657,110.7241379,130.6388889
ENSG00000156466,392255,43.34482759,48.33333333
ENSG00000156467,7381,6291.068966,7753.972222
ENSG00000156469,51001,392.0344828,757.2222222
ENSG00000180543,85453,711.5172414,832.2222222
ENSG00000156482,6156,20097.34483,24556.69444
ENSG00000207067,26775,34.65517241,85.69444444
ENSG00000132541,10247,362.0689655,705.1111111
ENSG00000104361,79815,1631.37931,2084.527778
ENSG00000104375,6788,769.4827586,1009.166667
ENSG00000207804,693184,0,0
ENSG00000164919,1345,3501.37931,6597.5
ENSG00000132554,26166,73.75862069,111.3055556
ENSG00000156509,286151,15.86206897,43.66666667
ENSG00000034677,25897,3046.137931,4249.555556
ENSG00000186106,157567,465.1724138,783.2222222
ENSG00000174226,169166,1052.793103,2818.638889
ENSG00000070756,26986,55735.44828,93072.27778
ENSG00000164924,7534,20190.75862,33879.55556
ENSG00000120963,51123,1722.241379,3110.25
ENSG00000104490,83988,563.862069,251.9166667
ENSG00000048392,50484,905.4827586,1277.833333
ENSG00000104517,51366,2520.413793,4121.388889
ENSG00000155090,7071,3350.689655,1854.611111
ENSG00000155096,51582,3521.241379,4639.111111
ENSG00000164933,81034,1067.413793,1064.444444
ENSG00000147647,1807,7.448275862,1.388888889
ENSG00000147650,29967,368.7241379,601.8333333
ENSG00000174429,137735,4.310344828,0.666666667
ENSG00000154188,284,269.5172414,113.8333333
ENSG00000147655,340419,48.31034483,122.0277778
ENSG00000104408,3646,9222.034483,12019.83333
ENSG00000164841,157753,5.482758621,3.638888889
ENSG00000120526,84955,584.862069,909.3888889
ENSG00000147642,55638,260.7586207,150.8611111
ENSG00000164794,27012,0,0.555555556
ENSG00000164796,114788,10.68965517,20.66666667
ENSG00000104447,7227,610.4827586,411.6111111
ENSG00000147677,8667,5565.37931,6511.361111
ENSG00000164754,5885,3871.655172,6002.194444
ENSG00000182197,2131,1592.172414,2088.722222
ENSG00000177570,401474,625.4482759,1031.25
ENSG00000164761,4982,146.7586207,157.4722222
ENSG00000136960,5168,2088.172414,973.6111111
ENSG00000064313,6873,858.1034483,1307.861111
ENSG00000136982,79075,101.137931,318.8055556
ENSG00000172172,28998,679.1034483,1417.972222
ENSG00000172164,6641,367.137931,367.8611111
ENSG00000170961,3037,790.0344828,703.2777778
ENSG00000136986,79139,2089.896552,2667.472222
ENSG00000189376,84933,91.72413793,151.3333333
ENSG00000259305,100533106,3.517241379,7.583333333
ENSG00000165156,11244,1822,1936.333333
ENSG00000156802,29028,642.8965517,1932.5
ENSG00000156804,114907,1976.62069,1111.194444
ENSG00000175946,340359,5,1.166666667
ENSG00000104537,312,2.068965517,1.25
ENSG00000164983,157378,531.2758621,651.2222222
ENSG00000147687,83940,593.1034483,985.8611111
ENSG00000170873,9788,1226.482759,2363.055556
ENSG00000164961,9897,1181.758621,1490.111111
ENSG00000168672,157638,931.5172414,1751.722222
ENSG00000147697,56169,146.2413793,344.3888889
ENSG00000153310,51571,1984.517241,2854.861111
ENSG00000153317,50807,1607.37931,1632.222222
ENSG00000155897,114,0.206896552,0.611111111
ENSG00000253117,729330,0,0
ENSG00000132297,10086,0.034482759,0.305555556
ENSG00000184156,3786,54.89655172,58.77777778
ENSG00000129295,23639,101.1724138,156.9722222
ENSG00000165071,137835,240.6551724,78.83333333
ENSG00000155926,6503,1106.310345,478.8055556
ENSG00000104419,10397,8010.965517,22705.88889
ENSG00000008513,6482,3601.586207,3111.75
ENSG00000066827,57623,262.7586207,261.9166667
ENSG00000207582,407030,0.206896552,0.638888889
ENSG00000147724,51059,77.4137931,8.138888889
ENSG00000169436,169044,123.4827586,544.3055556
ENSG00000169427,51305,6.034482759,25.16666667
ENSG00000167632,83696,801.8275862,1024.972222
ENSG00000123908,27161,420.862069,596.0277778
ENSG00000169398,5747,3462.862069,5097.944444
ENSG00000022567,57210,525.6896552,668.5833333
ENSG00000204882,2843,25.03448276,6.916666667
ENSG00000226807,389690,0.034482759,0
ENSG00000171045,203062,409.4137931,466.3611111
ENSG00000198576,23237,58.96551724,82.38888889
ENSG00000234616,8629,556.7241379,885.8333333
ENSG00000126233,57152,1.586206897,83.16666667
ENSG00000197353,137797,1.655172414,98.33333333
ENSG00000180155,66004,686.3793103,1293
ENSG00000167656,8581,1795.689655,11299.52778
ENSG00000160882,1584,0,0.083333333
ENSG00000179142,1585,0,0.083333333
ENSG00000176956,4062,20.10344828,11.02777778
ENSG00000184428,116447,867.8275862,1583.444444
ENSG00000182759,389692,5.068965517,7.638888889
ENSG00000014164,23144,605.3103448,770.9444444
ENSG00000204839,642475,351.3793103,721.3611111
ENSG00000147813,93100,1407.206897,1933.083333
ENSG00000104529,1936,10586.34483,10299.33333
ENSG00000104524,65263,202.6896552,442.75
ENSG00000104522,7264,1244.448276,2161.138889
ENSG00000255181,100130274,0.517241379,1.444444444
ENSG00000180921,286077,2702.724138,5353.833333
ENSG00000180900,23513,2579.724138,4036.527778
ENSG00000179950,22827,2268.275862,3487.194444
ENSG00000185189,340371,1301.931034,1558.638889
ENSG00000261150,83481,0,0
ENSG00000178209,5339,22625.24138,22720.44444
ENSG00000178685,84875,2010.275862,2261.555556
ENSG00000178814,26873,298.9310345,806.5555556
ENSG00000179526,81858,1036.758621,1431.805556
ENSG00000261236,23246,0,0
ENSG00000185000,8694,972.6551724,1455.972222
ENSG00000261678,83482,0,0
ENSG00000261587,340393,0,0
ENSG00000182325,26233,343.8965517,617.1388889
ENSG00000071894,29894,2332.517241,3124.083333
ENSG00000147804,55630,259.9310345,763.6666667
ENSG00000160948,51160,2359.586207,2910.25
ENSG00000160949,4796,309.1034483,934.4444444
ENSG00000187954,50626,1821.344828,2409.222222
ENSG00000160973,8928,12.65517241,57.44444444
ENSG00000160957,9401,219.2413793,867.6944444
ENSG00000254402,441381,82.5862069,129.8055556
ENSG00000213563,414919,742,938.5833333
ENSG00000147799,80728,245.2413793,564.3055556
ENSG00000198169,90987,708.0344828,931.3055556
ENSG00000196378,80778,201.3793103,185.9166667
ENSG00000161016,6132,28891.17241,43749.05556
ENSG00000170619,28991,292.137931,427.5833333
ENSG00000196150,58500,280.2758621,454.25
ENSG00000170631,7564,252.4137931,343.4444444
ENSG00000107099,81704,1983.310345,1113.694444
ENSG00000107104,23189,2858.310345,2095.222222
ENSG00000137090,1761,0.344827586,4.5
ENSG00000064218,58524,0.344827586,13.52777778
ENSG00000173253,10655,2.689655172,26.44444444
ENSG00000080503,6595,3399.310345,2512.361111
ENSG00000147852,7436,347.1724138,472.25
ENSG00000168263,169522,0.034482759,0.027777778
ENSG00000106688,6505,263.7931034,234.5555556
ENSG00000205808,403313,386.5172414,444.6666667
ENSG00000106993,55664,907.4482759,532.2777778
ENSG00000120158,10171,260.0689655,331.6944444
ENSG00000096968,3717,841.8965517,614.8611111
ENSG00000120211,3641,0.482758621,0.583333333
ENSG00000120217,29126,212.5862069,276.2222222
ENSG00000197646,80380,137.2413793,79.88888889
ENSG00000107036,57589,807.3793103,886.3055556
ENSG00000120215,2315,0.379310345,0.305555556
ENSG00000137033,90865,2264.206897,574.0277778
ENSG00000170777,89882,0.172413793,0.055555556
ENSG00000147854,115426,1193.896552,1552.722222
ENSG00000107077,23081,809.3793103,907.5555556
ENSG00000107165,7306,15.65517241,11.58333333
ENSG00000153714,286343,399,328.9722222
ENSG00000164975,6619,834,1146.694444
ENSG00000164989,203238,135.3448276,154.9166667
ENSG00000044459,54875,570.2758621,396.7222222
ENSG00000107295,6456,199.0344828,113.6111111
ENSG00000178031,92949,338.3103448,170.3888889
ENSG00000155876,10670,1795.586207,1606.222222
ENSG00000137145,55667,1917.931034,2579.194444
ENSG00000177076,340485,942.3448276,2080.333333
ENSG00000188352,54914,624.4482759,756.6111111
ENSG00000120242,3445,0,0
ENSG00000197919,3439,0,0.055555556
ENSG00000099810,4507,812.8965517,881.2777778
ENSG00000176399,63951,38.68965517,37.80555556
ENSG00000096872,80173,573.4827586,667.5277778
ENSG00000120156,7010,523.1724138,165.4444444
ENSG00000147896,56832,0.068965517,0.472222222
ENSG00000122729,48,1240.758621,918.3333333
ENSG00000235453,100129250,126.6896552,128.0555556
ENSG00000188133,401498,2.068965517,2.722222222
ENSG00000086061,3301,5163,6350.472222
ENSG00000122711,27290,18.75862069,115.8888889
ENSG00000086065,51510,2137.689655,2665.666667
ENSG00000086102,4799,1924.310345,1757.972222
ENSG00000230453,441459,408.2413793,464.2222222
ENSG00000010438,5646,90.51724138,167.9444444
ENSG00000107341,54926,2579.724138,2727.666667
ENSG00000165006,51271,1714.448276,1717.833333
ENSG00000164978,318,531.1724138,607.3611111
ENSG00000122735,27019,28.93103448,10.83333333
ENSG00000213930,2592,397.7586207,392.0833333
ENSG00000137070,3590,498.8965517,271.8888889
ENSG00000122733,23349,12.93103448,3.527777778
ENSG00000137094,25822,849.7586207,176.0833333
ENSG00000174038,138724,0.24137931,0.388888889
ENSG00000198722,10497,1290.724138,1170.972222
ENSG00000198853,9853,1179.310345,440.3055556
ENSG00000107140,7016,1130.689655,1096.722222
ENSG00000159884,203260,657.2068966,455.2777778
ENSG00000107159,768,15.68965517,809.4166667
ENSG00000107175,10488,1007.827586,977.2777778
ENSG00000107185,9827,1188.655172,968.6388889
ENSG00000159899,4882,551.9310345,252.9444444
ENSG00000137103,51754,718.6896552,522.8611111
ENSG00000196196,646962,48.24137931,32.05555556
ENSG00000235387,158376,19.5862069,16.83333333
ENSG00000122707,8434,700.5172414,163.8333333
ENSG00000122694,152007,1120,391.7222222
ENSG00000185972,881,18.65517241,6.277777778
ENSG00000122705,1211,3025.896552,3914.777778
ENSG00000165304,9833,131.3448276,729.4166667
ENSG00000147905,84186,720.4827586,818.3888889
ENSG00000137106,9380,1222.793103,1406.666667
ENSG00000137054,64425,536.6896552,496.5
ENSG00000070601,22844,3.965517241,20.55555556
ENSG00000165275,158234,431.3793103,410.4444444
ENSG00000122741,79269,1292.103448,1268.722222
ENSG00000137124,219,2816.689655,781.0555556
ENSG00000154529,728577,86.72413793,41.88888889
ENSG00000172014,728747,27.34482759,12.05555556
ENSG00000196873,445571,196.3448276,320.8333333
ENSG00000187559,286380,2.965517241,4.361111111
ENSG00000154330,5239,3013.551724,144.1111111
ENSG00000107242,8395,148.4482759,111.6388889
ENSG00000187866,116224,544.2068966,467.6388889
ENSG00000165060,2395,239.2758621,260.3611111
ENSG00000119139,9414,3737.068966,4143.361111
ENSG00000135063,9413,241.2758621,80.33333333
ENSG00000204711,138255,1.103448276,2.416666667
ENSG00000165072,256691,696.6206897,73.41666667
ENSG00000198887,23137,2135.62069,2145.333333
ENSG00000155621,138241,395.1724138,410.5
ENSG00000119125,9615,503.6551724,313.4444444
ENSG00000165091,117531,87.20689655,39.19444444
ENSG00000135046,301,11615.89655,8726.583333
ENSG00000198963,6096,54.51724138,7.861111111
ENSG00000134996,26578,1769.517241,1777.277778
ENSG00000099139,5125,461.0689655,247.8888889
ENSG00000187210,2650,311.862069,394.0277778
ENSG00000204612,442425,0.034482759,0
ENSG00000197969,23230,1132.896552,1488.277778
ENSG00000148019,84131,783.5862069,1084.138889
ENSG00000135069,29968,421.4827586,969.1666667
ENSG00000106829,7091,1051.206897,842.8333333
ENSG00000189357,389761,0,0
ENSG00000186788,389762,0,0
ENSG00000214929,389763,0.034482759,0
ENSG00000148057,414328,160.3103448,143.1388889
ENSG00000178966,80010,251.5517241,495.3333333
ENSG00000148053,4915,447.8965517,268.5277778
ENSG00000135040,60560,621.5517241,941.1388889
ENSG00000204446,401535,3.310344828,2.722222222
ENSG00000196730,1612,1723.068966,3328.277778
ENSG00000135047,1514,3741.448276,3369.694444
ENSG00000177992,286234,0.310344828,0.194444444
ENSG00000230246,441452,0.862068966,0.444444444
ENSG00000106723,10927,2118.275862,2649.083333
ENSG00000130045,158046,17.20689655,21.61111111
ENSG00000213694,1903,975.137931,415.8611111
ENSG00000123975,1164,318.6896552,1177.555556
ENSG00000187742,79048,2158.517241,2010.611111
ENSG00000130222,10912,188.2413793,182.7777778
ENSG00000165025,6850,2018.068966,1827.5
ENSG00000188312,401541,143.4482759,263.1388889
ENSG00000127084,89846,1217.724138,1198.638889
ENSG00000157303,203328,149.2413793,68.52777778
ENSG00000165233,84270,629.5517241,654.5555556
ENSG00000165238,65268,627.2758621,865.0555556
ENSG00000048828,23196,4812.758621,5223
ENSG00000197724,5253,1855.034483,1585.777778
ENSG00000158079,138639,216,395.1111111
ENSG00000175787,169841,150.7586207,185.9166667
ENSG00000148110,84641,1803.517241,2165.555556
ENSG00000148120,84909,1849.37931,1396.777778
ENSG00000182150,375748,479.2758621,393.9722222
ENSG00000130956,22927,693.9310345,345.1666667
ENSG00000188152,441457,0.931034483,0.972222222
ENSG00000254876,100499484,19.20689655,16.52777778
ENSG00000255036,57653,1,0.361111111
ENSG00000197816,100499483,73.62068966,45.05555556
ENSG00000196116,23424,551.8965517,621.5555556
ENSG00000136842,7111,673.3793103,83.88888889
ENSG00000136937,4686,925.3448276,1402.75
ENSG00000178919,2304,19.93103448,97.25
ENSG00000136938,10541,5543,5460.222222
ENSG00000095380,54187,1159.37931,1306.166667
ENSG00000119514,79695,798,1055.138889
ENSG00000204291,1306,4870.62069,1771.833333
ENSG00000106799,7046,2167.103448,1447.444444
ENSG00000106803,10952,1654.241379,2022.694444
ENSG00000119508,8013,2624.965517,311.8888889
ENSG00000136874,55014,507.1034483,603.2222222
ENSG00000119509,27130,337.0689655,386.3888889
ENSG00000066697,91283,370.7931034,471.7222222
ENSG00000251349,100526694,0,0
ENSG00000241697,8577,1.310344828,5.944444444
ENSG00000170681,347273,16.17241379,54.61111111
ENSG00000148123,54886,2.24137931,33.27777778
ENSG00000136870,7743,506.5517241,509.0277778
ENSG00000155827,56254,1266.068966,1214.166667
ENSG00000155833,1539,0.103448276,0.083333333
ENSG00000136824,10592,807.1724138,1535.25
ENSG00000186881,138805,0,0
ENSG00000186943,138802,0,0
ENSG00000179055,286365,0,0
ENSG00000136783,25934,676.7931034,891.4166667
ENSG00000165028,55335,96.48275862,80
ENSG00000070214,23446,3258.275862,4721.638889
ENSG00000106701,83856,104.3448276,172.4444444
ENSG00000106692,2218,507.3103448,670.3055556
ENSG00000186051,6887,1.827586207,2.472222222
ENSG00000095209,55151,288.1034483,330.8333333
ENSG00000148143,58499,700.862069,704.2777778
ENSG00000119318,5887,4800.655172,6241.833333
ENSG00000187003,10881,0,0.055555556
ENSG00000119328,54942,466.8965517,670.1944444
ENSG00000243444,114299,59.55172414,47.47222222
ENSG00000157654,445815,0.379310345,0.055555556
ENSG00000241978,11217,11.17241379,2.25
ENSG00000030304,4593,38.17241379,2.583333333
ENSG00000173258,158399,60.51724138,28.02777778
ENSG00000059769,548645,356.7241379,423.5555556
ENSG00000244115,552891,0,0
ENSG00000242616,2790,7.586206897,8.555555556
ENSG00000148154,7357,4338.448276,2516.722222
ENSG00000119471,84263,2060.586207,2332.888889
ENSG00000165185,158405,225.5517241,351.2777778
ENSG00000148158,401548,701.3103448,815.8055556
ENSG00000136867,1318,406.4827586,396.6111111
ENSG00000136868,1317,1118.827586,1468.916667
ENSG00000136875,9128,844.9310345,1056.416667
ENSG00000119411,54836,252.137931,376.8888889
ENSG00000157653,257169,17.93103448,26.02777778
ENSG00000138835,5998,1254.137931,963.2222222
ENSG00000157657,114991,575.8275862,692.4722222
ENSG00000196739,85301,1217.689655,2658.277778
ENSG00000207726,619556,0.448275862,0.222222222
ENSG00000229314,5004,0.793103448,0.777777778
ENSG00000228278,5005,0.172413793,0.083333333
ENSG00000136888,9550,2963.931034,4137.416667
ENSG00000157693,203197,485.3103448,409.75
ENSG00000173077,50514,2.034482759,7.666666667
ENSG00000182752,5069,1238.551724,168.9444444
ENSG00000119401,22954,368.5517241,486.5555556
ENSG00000136869,7099,793.5172414,547.8888889
ENSG00000119397,11064,1015.586207,1044.666667
ENSG00000148180,2934,31618.96552,5685.416667
ENSG00000136848,153090,2575.724138,1831.472222
ENSG00000185681,254956,20.51724138,2.833333333
ENSG00000148187,92399,706.9310345,978.8055556
ENSG00000095303,5742,5326.310345,412.9722222
ENSG00000197233,26740,0.137931034,0.888888889
ENSG00000239590,26219,1.482758621,2.833333333
ENSG00000171501,138882,0.103448276,0.194444444
ENSG00000165202,158131,0.931034483,4.583333333
ENSG00000173679,26737,0.068965517,0.111111111
ENSG00000171481,26735,0.068965517,0.222222222
ENSG00000136939,254973,0,0
ENSG00000171459,392390,0,0
ENSG00000148215,392391,0,0.055555556
ENSG00000165204,392392,0.034482759,0
ENSG00000011454,2844,2093.793103,1916.361111
ENSG00000148204,286204,48.37931034,3
ENSG00000106689,9355,3.448275862,79.22222222
ENSG00000119408,10783,825.4137931,548.0555556
ENSG00000180264,347088,0.620689655,5.75
ENSG00000207737,406956,0.068965517,1.111111111
ENSG00000185585,169611,1130.310345,503
ENSG00000136918,401551,2.034482759,2.611111111
ENSG00000136950,81873,1350.344828,1947.694444
ENSG00000136933,10244,467.0344828,564.75
ENSG00000165219,26130,1528.448276,1498.722222
ENSG00000167081,5090,841.9655172,466.3888889
ENSG00000196814,89853,721.5862069,410.3333333
ENSG00000136944,4010,1.103448276,2.305555556
ENSG00000169155,23099,783.2413793,734.8888889
ENSG00000177125,403341,293.2758621,343.1388889
ENSG00000136828,9649,626.6551724,646.8055556
ENSG00000136895,84253,403.9310345,263.8333333
ENSG00000136856,29988,710.6206897,555.9444444
ENSG00000196152,7633,159.7241379,162
ENSG00000148356,90678,778.5517241,762.2777778
ENSG00000136854,6812,657.2758621,329.3055556
ENSG00000160401,286207,22.93103448,63.97222222
ENSG00000167094,158248,31.20689655,15.83333333
ENSG00000136807,1025,1710.448276,1382.611111
ENSG00000136877,2356,1558,1602.722222
ENSG00000148339,114789,1894.034483,738.2777778
ENSG00000148346,3934,17834.55172,2835.583333
ENSG00000171159,79095,2482.827586,1615.555556
ENSG00000106976,1759,957.8275862,412.1388889
ENSG00000175854,375757,410.1724138,569.8055556
