ID Ref,Amoeboid,Early Culminant,Fruiting Body,Loose Aggregate,Mound,Slug,Streaming,Starvation,^10 Amoeboid,^10 Early Culminant,^10 Fruiting Body,^10 Loose Aggregate,^10 Mound,^10 Slug,^10 Streaming,^10 Starvation,Mean Value
5628,12.11549,13.139481,13.108339,12.903091,12.6062155,12.797426,13.260571,14.245027,68141208992,1.53385E+11,1.49788E+11,1.2792E+11,1.01355E+11,1.17822E+11,1.68121E+11,3.44059E+11,1.53824E+11
5629,4.212707,4.131538,4.0374875,4.1525354,5.277984,5.8762903,4.380435,4.0956106,1760404.798,1449163.929,1151096.962,1524521.083,16775701.64,49094453.08,2601191.963,1327964.861,9460562.289
5630,4.508872,4.142831,4.0477085,4.165565,5.081412,4.21351,4.324484,4.3743806,3472794.342,1489265.652,1180571.481,1573037.791,11477415.09,1763763.252,2287404.368,2565462.485,3226214.308
5631,11.815299,11.291544,11.04875,11.430421,11.89837,11.14182,11.962254,12.869581,53020908427,33692505810,27110121818,38073452835,56868883152,29482301285,59997091503,1.24636E+11,52860178689
5632,6.5514784,5.4579372,4.3405933,4.7763524,7.5087323,4.938691,6.116919,5.21932,145677719.8,23457695.42,2374055.99,6179646.268,569726226.7,8632141.371,73337701.8,15001657.49,105548355.6
5633,4.2452073,4.168183,4.0818276,4.1391616,4.7909136,4.274382,4.217663,4.1072116,1901030.233,1582952.124,1283945.469,1476127.338,6370644.751,2035791.623,1781224.9,1366063.159,2224722.45
5634,8.499942,7.946231,5.7768097,8.517242,9.2492,7.581097,9.545638,8.571494,1968609710,1003718341,41388588.17,2009045951,4581858840,627076513,6281301004,2140746559,2331718188
5635,7.232599,5.671897,4.6472044,5.031536,4.887941,4.910743,5.8305316,4.274756,391691250,34457467.55,4698051.212,10399341.58,7785016.745,8155903.199,45402684.78,2037573.602,63078411.08
5636,8.300785,7.1706033,6.129682,6.011826,4.5980754,5.361044,6.520252,5.9445972,1553072224,359382533.9,74882346.45,61668590.65,4224359.655,19610728.02,138881311.9,55109227.83,283353915.4
5637,12.309138,12.812081,12.442527,12.748719,12.117351,12.505028,13.03228,13.030029,79850273258,1.19178E+11,88937704957,1.13414E+11,68245949684,93507551465,1.4132E+11,1.41076E+11,1.05691E+11
5638,4.963991,5.4390745,6.161043,4.6869035,5.8352485,5.5462074,4.5340056,5.609793,9084684.602,22659487.07,78802936.07,5115170.544,45771332.57,27539817.6,3671305.475,30865147.87,27938735.22
5639,4.356359,6.67794,11.78199,5.195202,8.303226,6.092101,6.166177,6.823124,2461708.471,176370167.3,51544994535,14322683.16,1557645370,70415934.66,79462069.18,218691870.9,6708045542
5640,6.948077,7.150674,6.905732,7.781099,8.132151,6.731405,7.4798594,7.816018,262208174.8,349518195.6,246659133.2,813597132.8,1264894608,191010486.2,548194084,850854908.8,565867090.5
5641,4.5711007,4.257971,7.9647937,4.872347,5.9247723,4.4834213,5.0472655,6.4306765,3982977.818,1958966.424,1027413609,7540186.782,53298703.22,3281674.538,10729055.8,120939070.4,153643030.5
5642,6.5185714,4.400098,6.3966546,5.954717,6.854562,4.8988175,4.911065,6.564549,138523759.1,2720341.914,114690912.4,56054600.68,228979757,7959991.537,8161252.645,148610311.3,88212615.82
5643,4.8316584,4.738378,4.9557157,4.848026,5.9337935,4.5329866,4.812826,5.8843822,6933654.851,5705543.651,8934368.019,7172150.644,54115825.17,3663062.699,6668092.372,49774709.14,17870925.82
5644,4.5314593,4.3135896,4.1708155,4.2715764,4.1568823,4.560126,4.1477456,4.163158,3650739.431,2230428.134,1592978.038,2022468.584,1540555.251,3888377.554,1507027.276,1563971.862,2249568.266
5645,5.9868817,6.5096765,4.7953725,5.2681804,4.4055915,4.897974,5.8674955,6.55619,59157085.07,136645101.4,6430185.237,16466692.76,2754496.695,7946296.287,48364605.75,146728781.3,53061655.57
5646,4.6211786,4.356018,4.8754807,5.389728,4.867418,4.6079693,4.486949,5.3211637,4441478.204,2459782.214,7588822.866,20685617.26,7464254.492,4316142.452,3307587.427,18199782.48,8557933.424
5647,11.606867,11.476639,11.532998,12.212238,11.326072,12.0757675,12.638515,11.772264,44376196918,39641238115,41631510369,73782368965,34737069787,65939769960,1.03983E+11,51121069193,56901472220
5648,4.898501,5.8947496,4.9696546,5.189452,4.3610063,5.090167,7.0133915,6.3655477,7954850.286,50658650.52,9188868.898,14164948.27,2488096.044,11676705.06,287925962.1,109233982.7,61661507.99
5649,4.744914,4.4297957,6.066695,5.2058787,6.313608,4.671303,4.8512087,6.5251226,5784734.804,2909624.684,67533866.59,14619766.82,100641277,4947438.261,7219374.725,139922243.5,42947290.8
5650,4.791195,4.4579577,4.970063,4.3402405,4.6676874,4.6896844,4.667071,5.5412498,6374387.614,3099983.862,9196422.989,2372127.081,4909278.068,5145601.761,4902798.882,27294634.7,7911904.37
5651,4.8323736,4.489933,4.9411087,4.398406,4.487565,4.705874,4.5269265,4.8714094,6943925.144,3329650.149,8674492.6,2709899.279,3312131.123,5326021.894,3614385.179,7525689.539,5179524.363
5652,4.882937,4.5213437,5.7293057,4.3524857,5.251945,4.712698,4.772518,6.2316127,7705684.267,3570057.586,38108333.42,2439908.44,15966204.73,5403760.608,6130215.622,88308912.65,20954134.67
5653,4.9437904,11.172976,9.378902,4.464858,5.0076814,5.1901293,4.534663,4.605246,8721687.034,30317169989,5266474425,3148302.917,9916693.782,14183446.48,3676632.093,4290701.875,4453447735
5654,10.816698,8.933079,8.345576,10.500234,11.0595045,10.757005,9.914795,8.491451,21925375737,3236024098,1638940414,16292576740,27375161923,20745012694,9179888175,1949032489,12792751534
5655,9.998103,9.752249,9.890833,9.935218,8.405131,9.517801,10.462638,10.185353,9981046186,7781222144,8960426702,9370742609,1759725252,6100510830,15718532339,12016025798,8961028982
5656,11.823822,11.15777,11.251019,11.256578,8.811036,11.572591,11.271713,9.216626,53404620194,29907082493,32502635759,32663585101,2820134080,43083010724,33105429183,4423027574,28988690638
5657,9.890833,9.521089,9.085259,9.869263,10.344371,9.222659,9.735294,9.52021,8960426702,6121618322,3831537899,8766923638,14029457600,4452065167,7646993391,6115969107,7490623978
5658,10.6820345,10.855396,10.656196,10.967819,9.416457,10.601281,11.026197,10.589313,19343709564,22722531256,18880869870,25188525632,5481195285,17930130964,26561798362,17728739315,19229687531
5659,9.013551,8.785842,7.4769573,7.994003,9.779046,8.664626,8.258393,9.581699,3539640893,2740525761,546070863.3,1065719885,7997695965,2385053996,1475555204,6522667461,3284116253
5660,7.2596946,6.1934266,5.584408,5.113743,6.776106,6.3559184,6.78825,6.008054,406615109.2,83044323.23,29496562.44,12228944.67,204080688.8,107592780,207767819.9,61282754.04,139013622.8
5661,14.966481,14.382152,14.004493,14.097937,15.432604,14.306923,14.14451,14.411368,5.63893E+11,3.78651E+11,2.90184E+11,3.10138E+11,7.66288E+11,3.59304E+11,3.20538E+11,3.86413E+11,4.21926E+11
5662,5.205035,4.4313707,4.2948184,4.831868,4.663863,4.3596406,4.5944014,4.4639163,14596090.3,2919986.331,2135246.657,6936663.296,4869202.612,2480315.252,4190726.864,3141669.012,5158737.541
5663,5.1477675,6.3195157,5.4222956,5.5352182,4.484557,7.8977447,4.835508,4.4106903,13067401.55,101586961.7,21970093.11,26998986.13,3289996.864,944128065,6989096.893,2786542.333,140102142.9
5664,10.63509,11.308875,11.240083,11.02877,10.502357,10.830057,11.263383,11.423204,18510224877,34213226871,32188088149,26623846336,16325548032,22197671692,32861586086,37833744500,27594242068
5665,7.657762,7.411687,6.6484737,7.0940456,8.022871,7.335298,7.797456,7.039631,693455577.1,500231118.8,168740585.3,322804631.8,1104836701,451001119.2,830862824.6,298881442.8,546351750
5666,5.003546,4.483213,6.205655,5.1996603,5.7252917,4.3858514,5.452277,4.619682,9835104.26,3280150.189,84698608.52,14446070.03,37842183.39,2633535.213,23215557.55,4427115.121,22547290.53
5667,5.90944,6.3241286,5.4390745,4.690357,5.5962396,4.8995,5.2537947,4.9557157,51935375.39,102330931.3,22659487.07,5152986.408,30127493.61,7971088.299,16022525.84,8934368.019,30641781.99
5668,7.443548,6.080326,5.0297647,5.1869974,4.5734873,5.5402913,4.8149757,6.4390607,522155591.2,69066690.84,10362789.72,14098090.79,4003822.118,27247458.43,6697936.053,122525135.5,97019689.33
5669,4.8601227,4.449098,4.4471035,4.5243325,4.671927,4.374927,4.747732,4.5165324,7353131.575,3038923.169,3025327.336,3593727.507,4954051.101,2568668.783,5819182.252,3532248.916,4235657.58
5670,10.638468,11.4273815,10.581758,9.241257,8.4546795,9.839968,7.910796,10.579742,18569102599,37972331554,17602658029,4542662603,1866257174,8510143061,959846648.3,17569150790,13449019057
5671,4.787216,4.311969,4.267548,4.3965526,4.1992407,4.473292,4.267195,4.242358,6321646.89,2222062.648,2003476.009,2698501.935,1704934.467,3208281.614,2001819.404,1888309.358,2756129.041
5672,10.066529,7.705235,5.350473,7.576513,7.0630336,5.18104,4.919461,6.0247264,10685564990,737664505.7,19227453.44,623295121.1,308967445.8,13937004.89,8301856.451,63004749.83,1557495391
5673,5.195202,5.5240393,5.07091,5.1846876,7.3592997,5.2673225,5.6821804,5.838702,14322683.16,26458644.82,11242399.82,14035436.83,465977444,16439897.11,35087318.37,46042945.59,78700846.22
5674,4.6837444,5.2988577,4.5063863,4.8876157,6.450047,4.318518,5.1461763,4.714433,5080797.295,17451090.37,3453696.569,7779837.248,124631778.5,2256042.835,13027065.71,5423687.776,22387999.54
5675,9.944073,9.650044,8.517854,9.142673,8.379549,9.030849,9.068996,10.422671,9454597357,7003142048,2010490003,4080673702,1706893595,3608160164,3763501587,15128305683,5844470517
5676,4.617567,5.2857976,5.096644,5.3241673,7.117386,4.8693357,7.157633,7.0797935,4406888.443,17025712.45,11826139.36,18302774.86,333583988.7,7493714.888,352934624.2,316377730.1,132743946.6
5677,8.267278,9.329786,8.801054,8.091895,8.807625,7.8475575,8.941752,8.999553,1491507416,4997085994,2788347241,1203656007,2809235547,885819150.6,3267579819,3485053018,2616035524
5678,4.5470514,4.2464075,5.9868817,4.9919963,6.7810225,5.5323744,4.8002377,4.615222,3778319.112,1906411.646,59157085.07,9610423.982,205566269.2,26860595.11,6495722.071,4384559.436,39719923.21
5679,7.675767,8.780989,8.167344,8.450166,8.5905285,8.039573,9.239514,8.249279,709933763.9,2725425601,1320713083,1856318127,2188763460,1128053844,4534101924,1459351544,1990332668
5680,8.027802,7.4301405,5.5736685,8.324146,8.523262,7.5311427,6.345838,8.379549,1111646036,512826266.4,28934191.41,1597338239,2023291169,586960352.5,105898500.3,1706893595,959223543.8
5681,8.068152,7.818462,7.874781,7.744263,8.037294,7.6946173,7.9717965,9.186013,1168801378,853519204,917032753.8,775891393.7,1124860195,727562398.6,1036482651,4278293324,1360305412
5682,6.228832,7.775667,7.610182,6.56244,7.2755156,5.8442764,6.333662,4.6975102,87915646.73,807935205.2,651554024.8,148133559,415563851.4,46484426.08,103884040.4,5232115.443,283337858.6
5683,9.4516735,9.720522,8.960775,10.449875,9.562522,9.523561,9.889829,9.228242,5689670403,7531749637,3337764765,15527836698,6393291012,6137530717,8951335294,4479089585,7256033514
5684,4.6221194,4.3715215,4.196602,4.6068525,4.8702216,4.177259,4.3354816,4.691672,4450528.65,2548743.826,1694251.32,4305693.133,7507359.705,1617759.78,2346245.615,5167451.688,3704754.215
5685,11.109267,10.6679125,10.523415,12.494564,11.791805,11.743369,12.725289,11.120981,28632155712,19089495404,16655856679,92728035577,51976003962,49880072370,1.11346E+11,28935499758,49905451543
5686,7.599409,6.8765035,4.616795,7.43651,7.4382052,4.90707,7.080954,8.450798,642389137.4,236415901.3,4399526.213,517239475.7,518419766.4,8095105.87,316896710.4,1857706962,512695323.1
5687,9.231147,8.032536,8.632816,10.296361,11.715418,9.872862,8.929627,9.583287,4493209504,1118218843,2298925219,13391758514,48705486545,8798946278,3223540888,6533485714,11070446438
5688,8.1721325,7.4955273,6.2330256,8.698317,8.16673,8.124293,8.752879,9.071234,1328476863,559785832.4,88509340.78,2479432615,1319720541,1252725094,2639424527,3772799282,1680109262
5689,8.954504,9.770873,9.412473,8.60325,9.010562,9.650953,8.462741,9.953601,3314479582,7931104724,5458049050,2221393166,3527920526,7009741557,1884128401,9545579001,5111549501
5690,7.6243906,7.474637,14.030313,4.3492184,4.3568535,6.141095,4.2202396,4.5883617,663821588.9,544378623.7,2.95579E+11,2421654.417,2464504.239,76288338.74,1792136.492,4135961.235,37109289716
5691,4.241811,13.630996,10.723454,11.858839,9.592801,13.702532,5.3739266,5.559362,1885876.027,2.2145E+11,20106983961,55007477475,6598638741,2.3335E+11,20087102.84,28200028.17,67070452953
5692,6.588843,5.99403,5.6176767,5.8773713,6.879418,7.6768866,4.7087865,6.7518277,154202563.1,59867224.25,31301663.42,49184841.84,237419826.9,710969964.9,5359076.992,196885398.9,180648820
5693,7.373314,6.6060076,6.6609325,8.704318,8.852518,8.497313,7.539685,8.237777,474927471.7,158267116.5,171929470.9,2496591513,2955753312,1962529342,593652114.3,1439130948,1281597661
5694,4.2196283,4.1466713,4.14025,4.709196,4.461136,7.448959,4.1086426,4.363085,1789542.281,1503128.499,1480013.437,5363739.342,3122156.232,525963781,1370830.15,2499981.174,67886646.51
5695,4.21203,4.143113,5.069866,6.586308,7.3295994,7.9078765,4.4590254,5.3901834,1757577.797,1490279.697,11219275.38,153610308.2,447509633.5,956310186.2,3107416.463,20703102.02,199463472.4
5696,8.592488,10.801704,8.12854,9.604726,9.811088,8.811589,10.298312,9.377266,2193761159,21623337207,1259289181,6681128117,8263646126,2821904558,13417155458,5257295107,7689689614
5697,6.7523394,6.072127,7.4051023,6.4595275,8.346758,8.359554,5.5580044,8.267278,197034663.1,68140993.85,495804684.6,126475823.2,1641263157,1666598840,28131239.13,1491507416,714369602.1
5698,9.630217,10.139095,9.367427,10.424943,8.159833,9.961946,10.857923,9.650044,6860578421,11481322676,5202393201,15161315692,1308617444,9625910792,22775481902,7003142048,9927345272
5699,4.1901803,4.1153603,4.104985,4.0116463,4.08874,5.8632703,4.0976667,4.0614204,1668503.442,1393409.083,1358675.503,1079509.206,1305854.98,48017457.27,1334646.661,1221179.37,7172404.44
5700,7.4216876,7.330207,6.0874214,7.3644037,4.643931,7.569937,7.3066735,5.5813103,507021875.1,447880742.9,69876905.99,469219308.7,4665063.753,617906340.2,433707580.1,29333351.3,322451396
5701,6.7169266,6.867761,4.9533544,5.0716705,4.721993,6.6474423,4.640337,4.2524004,186941630,233427345.8,8891888.694,11259271.78,5511291.592,168478995,4629085.679,1933488.099,77634124.59
5702,10.779771,9.922172,9.983686,11.214961,10.950667,10.39969,10.764237,10.678463,21188262765,9248419319,9838052464,31475865194,24797375961,14798031174,20884905385,19279131784,18938755506
5703,9.337654,9.035784,9.093961,8.072311,8.973155,8.57503,8.8286,9.0659895,5039387730,3627925881,3868395539,1174840353,3384166305,2149594197,2876857865,3751043645,3234026440
5704,18.401249,18.525412,18.330154,17.874043,17.736647,18.153372,18.42268,18.47437,4.45116E+12,4.76079E+12,4.28214E+12,3.32834E+12,3.08117E+12,3.88663E+12,4.50327E+12,4.63123E+12,4.11559E+12
5705,6.049419,8.6637535,7.6184072,5.306497,7.9275556,7.4240427,6.6598845,9.455591,65635176.92,2382653411,658630468.8,17704319.17,980376666.8,508633090.5,171659156.5,5713296804,1312323637
5706,4.1874065,4.1008782,4.5316825,4.0818276,6.0040545,4.1477456,4.5558596,5.4253497,1657491.189,1345143.772,3652538.026,1283945.469,60876020.93,1507027.276,3852151.133,22094153.45,12033558.91
5707,6.058929,8.2929735,9.675953,5.0183935,5.5943456,6.8710713,4.6831894,6.2685246,66674325.91,1538518689,7193454509,10130878.81,30025684.81,234554922.5,5074780.016,93681394.18,1146514398
5708,6.4412346,5.7859006,5.2836437,5.5374856,7.342823,5.362777,5.570612,7.529455,122939423.3,42044547.55,16956461.76,27109786.58,455649183,19674213.55,28775912.46,585646322.6,162349481.4
5709,12.358695,12.36057,12.222301,11.640172,13.695478,12.284024,11.768439,12.1744585,83123944601,83250142266,74392602040,45666105617,2.32152E+11,78235986446,50955211176,71531368873,89913387831
5710,4.3618665,4.914302,5.610208,4.9384255,6.0197005,5.464925,4.5278525,5.655991,2493008.123,8215205.24,30887988.82,8627501.924,62481125.21,23759760.64,3621785.35,33503262.28,21698704.7
5711,10.781845,10.462638,10.139095,10.698512,10.652762,10.344371,10.790878,10.708748,21229063745,15718532339,11481322676,19644174413,18820113700,14029457600,21407592291,19832934975,17770398967
5712,11.531276,15.323877,13.753991,15.747874,15.248915,17.300482,12.73294,12.356828,41569391819,7.13981E+11,2.42263E+11,9.38036E+11,6.79813E+11,2.40205E+12,1.12018E+11,82998456476,6.51591E+11
5713,8.282103,7.936279,7.036128,7.0519943,7.0979385,6.650749,8.108415,8.15556,1518470198,991218206.4,297397500.9,304172204.9,324580422.2,169318954.5,1228456221,1301780829,766924317.1
5714,6.2794285,6.2018547,4.7909136,5.029398,5.6939683,4.4895144,6.4675655,6.049419,95323767.25,84181347.18,6370644.751,10355237.11,35822051.15,3326547.191,128058484.3,65635176.92,53634156.98
5715,9.801674,10.5033455,10.158928,11.516953,10.751142,10.696114,10.7198105,10.500234,8184695740,16340920430,11707895120,41055934810,20632220957,19600187693,20038770971,16292576740,19231650307
5716,4.261072,4.176584,4.0950193,4.1517797,4.391924,4.698603,4.181459,4.1153603,1973280.054,1615147.554,1326048.869,1521748.951,2670226.875,5244299.866,1634099.24,1393409.083,2172282.562
5717,4.278529,4.1852355,4.4550247,4.1604185,5.4928145,4.336711,4.4903584,4.4545827,2055629.303,1648917.793,3079648.584,1553710.815,25000536.32,2352907.292,3332806.181,3076594.511,5262593.85
5718,11.532998,11.2971325,11.4395685,11.712385,11.4618845,11.709224,11.993708,12.948447,41631510369,33859631297,38379245440,48579539898,39134544034,48448589999,61593475794,1.32488E+11,55514328192
5719,4.3195877,9.032376,8.792715,7.539164,10.693682,9.082034,6.324666,5.977351,2261637.302,3614265741,2762040009,593242022.1,19555667867,3817958770,102417921.4,58222063.12,3813259504
5720,10.4856205,10.178453,9.34255,8.995052,10.092579,8.6045685,8.6308365,7.610182,16067242739,11934871731,5065873118,3467662191,10965326699,2224799934,2293659232,651554024.8,6583873709
5721,9.972001,9.851878,8.960056,8.023953,9.069713,8.214468,9.007619,10.080405,9723511537,8613710105,3335087556,1106327637,3766478091,1398924967,3516414669,10833774979,5286778693
5722,5.9388285,5.309221,4.614062,4.2209015,4.794738,5.189015,4.4274235,4.5931654,54576771.35,17795411.51,4373551.644,1794949.253,6421682.198,14153024.59,2894080.846,4179466.481,13273617.23
5723,13.556642,14.513126,13.660023,11.587549,11.004559,12.390412,13.812419,12.313009,2.09663E+11,4.14581E+11,2.26211E+11,43643124643,26045124148,85282019433,2.52754E+11,80101743510,1.67285E+11
5724,8.087731,6.977657,5.411727,7.7569413,6.703199,7.4933724,7.051074,8.326066,1197476449,273587449.4,21545610.31,788687667.1,183155989.9,558178576.5,303775486.9,1601026395,615929202.9
5725,4.9342585,4.299326,4.166908,4.25991,4.1554046,4.544175,4.1470056,4.2112746,8554979.62,2157763.145,1578116.712,1967905.492,1535087.595,3754485.926,1504340.744,1754428.239,2850888.434
5726,4.555206,5.387122,4.607631,4.519843,4.2435937,4.5692577,4.572322,4.2105203,3846628.265,20585817.08,4312974.747,3558225.727,1893816.778,3966948.147,3993632.283,1751288.337,5488666.421
5727,4.5998,4.3418703,4.721174,5.395311,5.1443205,4.596225,4.321734,4.3693066,4240230.729,2381049.702,5501740.061,20900892.73,12980164.03,4207390.35,2272899.998,2535859.618,6877528.401
5728,9.14642,9.655167,9.325296,11.493222,10.405854,10.024508,12.385887,9.963675,4097428665,7040409160,4973089315,40217767119,14885974889,10247800630,84971079359,9642630622,22009522470
5729,10.301453,9.661545,9.08604,12.427894,10.906518,10.72711,11.209551,11.746464,13458134187,7087055112,3834832895,87897273563,23815582295,20175640960,31324357526,50011688812,29700570669
5730,15.846528,16.232256,15.535891,15.450651,15.921954,15.541701,13.9302,14.685482,9.98484E+11,1.26996E+12,8.19147E+11,7.75297E+11,1.04704E+12,8.22215E+11,2.75153E+11,4.66533E+11,8.09228E+11
5731,8.014646,7.87603,8.314943,7.3665657,5.6702976,6.7722235,8.370842,7.619003,1093562092,918488275.9,1579766006,470598637.4,34360425.25,202914379.6,1689240351,659145734.2,831009487.5
5732,4.809138,4.4690113,4.89507,4.3430815,5.0323405,4.6957192,4.7729793,5.6364484,6617171.566,3177711.955,7899308.341,2387700.178,10415981.22,5212201.367,6136143.518,32363490.48,9276213.578
5733,4.89507,5.483121,6.22731,9.299471,9.351741,8.793373,4.5825615,5.423571,7899308.341,24562824.14,87701063.03,4837070802,5115931298,2764107669,4083974.493,22021824.58,1607922345
5734,4.9076805,6.05061,5.34952,4.475212,6.4938693,5.0424004,6.0677414,7.043179,8105182.82,65764512.96,19193233.88,3222078.638,133363024.1,10626085,67650441.29,300391237.3,76039474.5
5735,8.83806,8.61647,8.92893,8.398905,8.783008,9.013551,9.0120735,10.078384,2907832966,2255764734,3221025644,1746733662,2731698620,3539640893,3533842997,10812074148,3843576708
5736,8.5471945,8.914905,8.903597,8.719596,8.530362,8.724288,8.837193,9.418188,2080826494,3170787925,3130797257,2540759949,2040208796,2554464889,2904981686,5491279547,2989263318
5737,12.6041975,12.529805,12.432182,12.203952,12.193781,12.296676,12.287855,12.507212,1.01193E+11,95376882227,88201017095,73283281536,72674810560,79045527393,78480322542,93670990579,85240773422
5738,6.9103565,7.29356,5.467114,4.509748,5.513574,4.7344275,6.5081024,6.2235136,248315899.9,425986268.5,23855103.15,3479547.314,25961637.28,5658153.227,136315040.2,87167869.09,119592439.8
5739,7.338822,6.708336,8.817931,6.8368807,8.916903,7.957434,6.162584,6.327761,453172494.2,184564457.1,2842280671,223141330.1,3177901436,1017959388,79000259.96,102920212.6,1010117531
5740,6.2558036,5.7416677,4.3964167,4.4563813,4.5475006,5.038553,4.6923184,4.382194,91797542.85,38938618.59,2697667.929,3089039.286,3782053.347,10545284.77,5174575.614,2611656.16,19829554.82
5741,8.286335,8.883003,8.739356,8.487505,8.621878,9.324654,8.851101,8.852518,1526247163,3059131090,2598928359,1939994199,2269962762,4969666652,2951025519,2955753312,2783838632
5742,12.633976,10.243506,10.441887,9.922954,10.777112,9.822033,10.090785,9.240471,1.0361E+11,12719975112,15409547665,9255710897,21136056558,8356297425,10945850936,4538800395,23246494143
5743,12.392684,11.852473,11.626227,12.852783,12.913492,12.423365,12.334313,12.993531,85438528118,54712901506,45121962707,1.23019E+11,1.28955E+11,87577481196,81498506554,1.37174E+11,92937114706
5744,5.225933,5.5089417,4.386033,7.770273,4.3618665,4.3554983,4.210937,4.2437553,15192819.38,25744340.06,2634625.854,802348001.6,2493008.123,2456849.116,1753022.296,1894538.085,106814650.6
5745,5.1595206,4.572322,4.7057157,4.7017813,4.910034,4.834691,5.1781416,4.7401104,13368833.29,3993632.283,5324230.555,5279882.328,8144135.57,6977297.197,13859233.87,5726438.062,7834210.395
5746,6.168947,6.3382697,7.657762,6.4178824,7.767326,7.1365213,7.592664,9.636216,79819755.02,104642269.3,693455577.1,118554365.1,799310157.1,342661777.6,636710209.4,6903435370,1209823685
5747,16.018488,16.101664,15.739987,14.966481,15.063838,15.129321,15.263891,15.814538,1.11228E+12,1.17141E+12,9.33348E+11,5.63893E+11,6.01667E+11,6.2834E+11,6.86519E+11,9.7851E+11,8.34496E+11
5748,5.014313,4.5057144,8.959399,6.182098,7.3919263,5.5534096,5.8209014,6.618435,10048804.5,3448550.578,3332642895,81537774.42,487053066.2,27899541.55,44658324.85,161269812.1,518569846.2
5749,6.879885,6.4521365,4.3949986,5.813811,4.699153,5.223921,5.2033987,4.7535353,237581045.4,125036113.6,2688979.001,44117316.98,5250441.872,15134427.8,14550269.63,5890704.447,56281162.34
5750,13.610528,12.383918,12.471094,13.248842,12.278064,12.763646,13.145044,11.547558,2.18147E+11,84836096359,91000866370,1.6664E+11,77857226407,1.14749E+11,1.54035E+11,42160089347,1.18678E+11
5751,7.5959077,7.00075,7.7140174,7.2520022,8.441475,7.634353,7.744263,7.179279,639435566.2,282778047,746115636,402327086,1837314008,672546584.4,775891393.7,363754447,715020346
5752,4.8257895,4.4758477,6.0830164,6.3569355,7.7330317,6.366069,6.694257,5.4839916,6849892.273,3226658.5,69372903.78,107765078.4,764711999.2,109323471.8,180727322.3,24601852.42,158322397.3
5753,8.02965,7.976542,7.0127425,6.2942934,8.122327,6.238425,7.0024548,6.7859216,1114207698,1042669243,287659634.2,97604497.75,1249696920,89279054.54,283467414.1,207056266.1,546455091
5754,10.364658,10.237383,10.559208,9.254836,10.014498,10.053828,9.837108,11.15777,14307039086,12644146344,17231117698,4609855079,10145929530,10551507473,8485440541,29907082493,13485264780
5755,6.7604575,5.66735,5.739168,7.480452,7.4222856,6.993692,6.370357,7.238696,199416398.8,34182226.14,38769426.64,548628551.7,507430554.4,279940041.1,110062079.1,395005717.2,264179374.4
5756,9.220503,8.679056,8.624686,7.610182,8.477036,7.8220797,7.704648,7.5224843,4441668424,2425073500,2277366491,651554024.8,1916197526,857476777.4,737102730.9,580246995.1,1735835809
5757,7.6877494,7.9390993,7.407201,9.535663,8.497313,9.613609,11.047413,8.860981,721094495.8,994746317.5,497211651.5,6215970470,1962529342,6743176812,27077333945,2984132161,5899524399
5758,10.056623,9.590245,9.502678,9.434554,9.869263,9.446794,9.96456,10.942918,10580877763,6581077747,6004268898,5587451233,8766923638,5660365182,9651198886,24622460464,9681827976
5759,4.5887637,5.1713467,4.2361298,4.795826,4.9130116,4.461136,4.283291,6.5471916,4139586.302,13678439.36,1860769.545,6436268.874,8193659.182,3122156.232,2078623.375,144727315,23029602.23
5760,4.5523567,5.391088,4.230901,4.184406,4.20611,4.3826003,4.248338,4.2074113,3822635.06,20737872.97,1837928.587,1645652.605,1733030.73,2614078.597,1915096.319,1738399.907,4505586.846
5761,4.5102143,9.396008,9.748719,7.9606595,8.534317,7.074217,6.519765,5.049427,3483146.78,5363320853,7753102460,1022093163,2049687739,313894550.3,138777615.8,10775091.81,2081891827
5762,11.067121,10.081535,9.221902,9.888084,10.271904,9.845757,9.595977,10.385216,27564275527,10845925625,4448412241,8935553743,13077042006,8560342257,6620518198,14593361397,11830678874
5763,12.8977785,11.868975,12.238361,11.051262,9.853701,11.403095,11.308875,12.9986,1.27394E+11,55479450476,75375914824,27171821415,8629662267,37172983999,34213226871,1.3771E+11,62893401277
5764,4.4138885,4.7577443,4.2074113,4.155189,4.1589117,4.213856,4.1533527,4.17797,2806813.662,5943071.788,1738399.907,1534291.312,1548092.823,1765212.133,1527524.297,1620515.435,2310490.17
5765,4.3885913,4.219968,4.202984,4.148459,4.155816,4.1995597,4.148912,4.1713343,2650033.587,1790983.469,1720193.757,1509621.326,1536608.064,1706230.083,1511270.6,1594960.624,1752487.689
5766,8.840121,9.304455,9.209221,8.960775,9.561598,8.574316,8.7893505,9.852761,2914621036,4863057427,4387619436,3337764765,6387116037,2147805008,2751489344,8621433480,4426363316
5767,4.3401012,4.204908,5.1620545,4.4585876,5.4316216,4.1753597,4.5862155,4.640743,2371365.857,1728084.53,13434634.46,3104366.86,22350902.66,1610419.244,4116656.002,4633137.43,6668695.88
5768,5.608681,5.151701,4.493302,4.6447473,6.120491,6.253733,4.419686,5.3237147,30804020.04,13167595.91,3354718.549,4673270.389,73767087.45,91494155.55,2843898.922,18287221.87,29798996.09
5769,6.352734,6.0113983,4.8424726,6.309044,4.50811,4.66406,4.5938168,4.681205,107054939.5,61624731.74,7090416.067,99916120.33,3466929.776,4871259.737,4185397.56,5053317.692,36657889.05
